sample_id	contig_id	final_plasmid_call	decision_strategy	support_tools	support_count	total_tools	confidence_score	weighted_score	weight_threshold	tool_weights	contig_length	evidence	warnings
SRR11038083	k141_1076	True	single_tool	genomad	1	1	1.0				3994	genomad:0.9769	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1082	True	single_tool	genomad	1	1	1.0				2242	genomad:0.9735	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1085	True	single_tool	genomad	1	1	1.0				1924	genomad:0.9803	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1088	True	single_tool	genomad	1	1	1.0				3559	genomad:0.9951	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1090	True	single_tool	genomad	1	1	1.0				1826	genomad:0.9817	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1093	True	single_tool	genomad	1	1	1.0				2211	genomad:0.898	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1110	True	single_tool	genomad	1	1	1.0				4672	genomad:0.9953	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1111	True	single_tool	genomad	1	1	1.0				2331	genomad:0.9922	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_112	True	single_tool	genomad	1	1	1.0				687	genomad:0.9752	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1124	True	single_tool	genomad	1	1	1.0				6331	genomad:0.9946	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1126	True	single_tool	genomad	1	1	1.0				5230	genomad:0.9933	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1128	True	single_tool	genomad	1	1	1.0				5772	genomad:0.9956	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_113	True	single_tool	genomad	1	1	1.0				618	genomad:0.9948	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_114	True	single_tool	genomad	1	1	1.0				374	genomad:0.9504	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1141	True	single_tool	genomad	1	1	1.0				3314	genomad:0.9957	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1145	True	single_tool	genomad	1	1	1.0				2228	genomad:0.9599	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1146	True	single_tool	genomad	1	1	1.0				4336	genomad:0.988	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1148	True	single_tool	genomad	1	1	1.0				8594	genomad:0.9894	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1155	True	single_tool	genomad	1	1	1.0				2047	genomad:0.9873	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_117	True	single_tool	genomad	1	1	1.0				801	genomad:0.9229	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1187	True	single_tool	genomad	1	1	1.0				7180	genomad:0.9942	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_119	True	single_tool	genomad	1	1	1.0				841	genomad:0.9692	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1203	True	single_tool	genomad	1	1	1.0				3094	genomad:0.9947	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1213	True	single_tool	genomad	1	1	1.0				6373	genomad:0.9951	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1266	True	single_tool	genomad	1	1	1.0				5099	genomad:0.9913	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1324	True	single_tool	genomad	1	1	1.0				7072	genomad:0.9941	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_133	True	single_tool	genomad	1	1	1.0				1787	genomad:0.984	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1339	True	single_tool	genomad	1	1	1.0				2570	genomad:0.9945	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1478	True	single_tool	genomad	1	1	1.0				2707	genomad:0.9887	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1500	True	single_tool	genomad	1	1	1.0				3044	genomad:0.9894	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1505	True	single_tool	genomad	1	1	1.0				5242	genomad:0.9926	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1562	True	single_tool	genomad	1	1	1.0				3162	genomad:0.9794	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_157	True	single_tool	genomad	1	1	1.0				973	genomad:0.9591	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1596	True	single_tool	genomad	1	1	1.0				3202	genomad:0.979	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1598	True	single_tool	genomad	1	1	1.0				4304	genomad:0.9764	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_163	True	single_tool	genomad	1	1	1.0				1992	genomad:0.9785	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_164	True	single_tool	genomad	1	1	1.0				1459	genomad:0.9874	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_172	True	single_tool	genomad	1	1	1.0				481	genomad:0.9178	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_176	True	single_tool	genomad	1	1	1.0				379	genomad:0.9176	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_182	True	single_tool	genomad	1	1	1.0				1341	genomad:0.9848	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1842	True	single_tool	genomad	1	1	1.0				1316	genomad:0.9863	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_186	True	single_tool	genomad	1	1	1.0				527	genomad:0.8395	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_1863	True	single_tool	genomad	1	1	1.0				845	genomad:0.9931	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_207	True	single_tool	genomad	1	1	1.0				2154	genomad:0.9963	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_208	True	single_tool	genomad	1	1	1.0				4382	genomad:0.9909	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_21	True	single_tool	genomad	1	1	1.0				1805	genomad:0.9825	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_213	True	single_tool	genomad	1	1	1.0				3625	genomad:0.993	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_214	True	single_tool	genomad	1	1	1.0				1787	genomad:0.9842	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_224	True	single_tool	genomad	1	1	1.0				2802	genomad:0.9909	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_231	True	single_tool	genomad	1	1	1.0				446	genomad:0.9554	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_237	True	single_tool	genomad	1	1	1.0				465	genomad:0.9362	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_239	True	single_tool	genomad	1	1	1.0				440	genomad:0.9195	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_241	True	single_tool	genomad	1	1	1.0				1680	genomad:0.9816	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_247	True	single_tool	genomad	1	1	1.0				1436	genomad:0.9944	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_253	True	single_tool	genomad	1	1	1.0				2004	genomad:0.9916	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_256	True	single_tool	genomad	1	1	1.0				2171	genomad:0.9904	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_275	True	single_tool	genomad	1	1	1.0				455	genomad:0.9876	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_279	True	single_tool	genomad	1	1	1.0				557	genomad:0.9718	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_280	True	single_tool	genomad	1	1	1.0				773	genomad:0.9686	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_287	True	single_tool	genomad	1	1	1.0				498	genomad:0.9251	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_290	True	single_tool	genomad	1	1	1.0				482	genomad:0.9355	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_291	True	single_tool	genomad	1	1	1.0				1090	genomad:0.962	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_297	True	single_tool	genomad	1	1	1.0				552	genomad:0.9517	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_323	True	single_tool	genomad	1	1	1.0				641	genomad:0.9787	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_34	True	single_tool	genomad	1	1	1.0				423	genomad:0.966	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_367	True	single_tool	genomad	1	1	1.0				820	genomad:0.9708	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_368	True	single_tool	genomad	1	1	1.0				6695	genomad:0.9912	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_373	True	single_tool	genomad	1	1	1.0				606	genomad:0.9231	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_374	True	single_tool	genomad	1	1	1.0				1173	genomad:0.982	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_385	True	single_tool	genomad	1	1	1.0				1112	genomad:0.9812	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_386	True	single_tool	genomad	1	1	1.0				472	genomad:0.9784	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_391	True	single_tool	genomad	1	1	1.0				792	genomad:0.9838	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_396	True	single_tool	genomad	1	1	1.0				3086	genomad:0.97	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_431	True	single_tool	genomad	1	1	1.0				11033	genomad:0.9953	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_435	True	single_tool	genomad	1	1	1.0				3454	genomad:0.9847	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_436	True	single_tool	genomad	1	1	1.0				2848	genomad:0.9927	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_442	True	single_tool	genomad	1	1	1.0				8353	genomad:0.9939	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_450	True	single_tool	genomad	1	1	1.0				934	genomad:0.9862	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_462	True	single_tool	genomad	1	1	1.0				10720	genomad:0.9926	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_465	True	single_tool	genomad	1	1	1.0				396	genomad:0.988	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_483	True	single_tool	genomad	1	1	1.0				560	genomad:0.8657	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_511	True	single_tool	genomad	1	1	1.0				351	genomad:0.8674	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_524	True	single_tool	genomad	1	1	1.0				2893	genomad:0.984	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_525	True	single_tool	genomad	1	1	1.0				672	genomad:0.9832	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_526	True	single_tool	genomad	1	1	1.0				1768	genomad:0.9813	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_527	True	single_tool	genomad	1	1	1.0				1048	genomad:0.9763	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_533	True	single_tool	genomad	1	1	1.0				528	genomad:0.914	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_538	True	single_tool	genomad	1	1	1.0				1065	genomad:0.9911	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_542	True	single_tool	genomad	1	1	1.0				708	genomad:0.9502	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_543	True	single_tool	genomad	1	1	1.0				690	genomad:0.937	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_555	True	single_tool	genomad	1	1	1.0				527	genomad:0.9342	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_57	True	single_tool	genomad	1	1	1.0				566	genomad:0.9856	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_587	True	single_tool	genomad	1	1	1.0				437	genomad:0.914	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_588	True	single_tool	genomad	1	1	1.0				708	genomad:0.851	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_600	True	single_tool	genomad	1	1	1.0				519	genomad:0.9533	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_610	True	single_tool	genomad	1	1	1.0				5370	genomad:0.992	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_62	True	single_tool	genomad	1	1	1.0				1497	genomad:0.9813	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_630	True	single_tool	genomad	1	1	1.0				4920	genomad:0.9945	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_655	True	single_tool	genomad	1	1	1.0				367	genomad:0.9497	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_663	True	single_tool	genomad	1	1	1.0				3212	genomad:0.9825	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_669	True	single_tool	genomad	1	1	1.0				1709	genomad:0.9917	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_684	True	single_tool	genomad	1	1	1.0				595	genomad:0.9477	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_686	True	single_tool	genomad	1	1	1.0				749	genomad:0.9597	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_69	True	single_tool	genomad	1	1	1.0				853	genomad:0.9857	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_693	True	single_tool	genomad	1	1	1.0				1444	genomad:0.9887	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_725	True	single_tool	genomad	1	1	1.0				607	genomad:0.9812	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_738	True	single_tool	genomad	1	1	1.0				357	genomad:0.9679	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_747	True	single_tool	genomad	1	1	1.0				1584	genomad:0.9722	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_754	True	single_tool	genomad	1	1	1.0				941	genomad:0.9861	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_757	True	single_tool	genomad	1	1	1.0				5734	genomad:0.9949	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_763	True	single_tool	genomad	1	1	1.0				2804	genomad:0.986	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_775	True	single_tool	genomad	1	1	1.0				6157	genomad:0.994	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_795	True	single_tool	genomad	1	1	1.0				464	genomad:0.9617	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_801	True	single_tool	genomad	1	1	1.0				3502	genomad:0.9897	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_802	True	single_tool	genomad	1	1	1.0				902	genomad:0.9797	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_803	True	single_tool	genomad	1	1	1.0				644	genomad:0.9682	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_810	True	single_tool	genomad	1	1	1.0				648	genomad:0.9857	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_82	True	single_tool	genomad	1	1	1.0				447	genomad:0.9364	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_822	True	single_tool	genomad	1	1	1.0				558	genomad:0.9849	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_837	True	single_tool	genomad	1	1	1.0				1100	genomad:0.9898	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_855	True	single_tool	genomad	1	1	1.0				727	genomad:0.7222	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_866	True	single_tool	genomad	1	1	1.0				1040	genomad:0.9883	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_880	True	single_tool	genomad	1	1	1.0				5285	genomad:0.9941	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_882	True	single_tool	genomad	1	1	1.0				1015	genomad:0.9821	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_883	True	single_tool	genomad	1	1	1.0				1576	genomad:0.9368	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_886	True	single_tool	genomad	1	1	1.0				609	genomad:0.8762	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_891	True	single_tool	genomad	1	1	1.0				5314	genomad:0.9844	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_908	True	single_tool	genomad	1	1	1.0				736	genomad:0.9564	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_929	True	single_tool	genomad	1	1	1.0				614	genomad:0.9607	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_946	True	single_tool	genomad	1	1	1.0				634	genomad:0.9714	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_960	True	single_tool	genomad	1	1	1.0				4042	genomad:0.7318	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_967	True	single_tool	genomad	1	1	1.0				2017	genomad:0.9896	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_979	True	single_tool	genomad	1	1	1.0				1673	genomad:0.9828	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_98	True	single_tool	genomad	1	1	1.0				780	genomad:0.9293	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_992	True	single_tool	genomad	1	1	1.0				1189	genomad:0.9876	Virus/plasmid boundaries can be ambiguous.
SRR11038083	k141_994	True	single_tool	genomad	1	1	1.0				816	genomad:0.9519	Virus/plasmid boundaries can be ambiguous.
